SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,218,500,307,298
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,219,600,373,359
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,220,600,368,372
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,221,600,382,380
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,222,600,341,345
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,223,600,339,363
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,224,600,373,380
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,225,600,353,363
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,226,600,372,353
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,227,600,369,362
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,228,600,385,377
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,229,600,350,360
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,230,600,334,347
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,231,600,352,365
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,232,600,337,367
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,233,600,374,375
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,234,600,346,349
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,235,600,359,369
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,236,600,333,344
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,237,600,352,368
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,238,600,356,357
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,239,600,355,370
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,240,600,351,350
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,241,600,328,328
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,242,600,353,377
SAN JOSE,CENTRAL,PAVAS,101009026 RINCON GRANDE,243,600,362,353
